,UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
17742,TXN,113.8,*,TXN181019C00145000,,call,2018-10-19,2018-07-24,145.0,0.25,0.01,0.11,0,3,3
17744,TXN,113.8,*,TXN181019C00150000,,call,2018-10-19,2018-07-24,150.0,0.08,0.0,0.1,0,16,16
17746,TXN,113.8,*,TXN190118C00035000,,call,2019-01-18,2018-07-24,35.0,68.84,76.45,81.0,0,2,2
17748,TXN,113.8,*,TXN190118C00040000,,call,2019-01-18,2018-07-24,40.0,63.97,71.5,76.15,0,0,0
17750,TXN,113.8,*,TXN190118C00045000,,call,2019-01-18,2018-07-24,45.0,30.0,66.65,71.2,0,0,0
17754,TXN,113.8,*,TXN190118C00055000,,call,2019-01-18,2018-07-24,55.0,48.95,56.7,61.2,0,0,0
17756,TXN,113.8,*,TXN190118C00060000,,call,2019-01-18,2018-07-24,60.0,53.8,51.55,56.35,0,7,7
17758,TXN,113.8,*,TXN190118C00062500,,call,2019-01-18,2018-07-24,62.5,52.86,49.45,53.7,0,156,156
17760,TXN,113.8,*,TXN190118C00065000,,call,2019-01-18,2018-07-24,65.0,36.35,46.85,51.25,0,13,13
17762,TXN,113.8,*,TXN190118C00067500,,call,2019-01-18,2018-07-24,67.5,18.85,44.5,48.4,0,9,9
17764,TXN,113.8,*,TXN190118C00070000,,call,2019-01-18,2018-07-24,70.0,43.5,41.65,46.3,0,78,78
17766,TXN,113.8,*,TXN190118C00072500,,call,2019-01-18,2018-07-24,72.5,33.18,39.1,43.95,0,98,98
17768,TXN,113.8,*,TXN190118C00075000,,call,2019-01-18,2018-07-24,75.0,38.95,37.3,40.6,0,239,239
17770,TXN,113.8,*,TXN190118C00077500,,call,2019-01-18,2018-07-24,77.5,24.5,34.85,38.25,0,132,132
17772,TXN,113.8,*,TXN190118C00080000,,call,2019-01-18,2018-07-24,80.0,34.0,32.55,35.8,0,195,195
17774,TXN,113.8,*,TXN190118C00082500,,call,2019-01-18,2018-07-24,82.5,36.0,30.2,33.3,0,202,202
17776,TXN,113.8,*,TXN190118C00085000,,call,2019-01-18,2018-07-24,85.0,31.0,27.75,31.05,0,280,280
17778,TXN,113.8,*,TXN190118C00087500,,call,2019-01-18,2018-07-24,87.5,19.19,25.45,28.8,0,134,134
17780,TXN,113.8,*,TXN190118C00090000,,call,2019-01-18,2018-07-24,90.0,26.25,23.15,26.45,0,486,486
17782,TXN,113.8,*,TXN190118C00092500,,call,2019-01-18,2018-07-24,92.5,21.9,21.0,24.2,0,166,166
17784,TXN,113.8,*,TXN190118C00095000,,call,2019-01-18,2018-07-24,95.0,20.32,18.85,22.05,1,835,836
17786,TXN,113.8,*,TXN190118C00097500,,call,2019-01-18,2018-07-24,97.5,20.1,16.85,19.85,0,536,536
17788,TXN,113.8,*,TXN190118C00100000,,call,2019-01-18,2018-07-24,100.0,16.35,14.75,16.9,29,850,850
17790,TXN,113.8,*,TXN190118C00105000,,call,2019-01-18,2018-07-24,105.0,12.58,12.15,13.45,38,966,972
17792,TXN,113.8,*,TXN190118C00110000,,call,2019-01-18,2018-07-24,110.0,9.46,9.2,9.75,59,2334,2374
17794,TXN,113.8,*,TXN190118C00115000,,call,2019-01-18,2018-07-24,115.0,7.0,6.35,7.1,62,2834,2848
17796,TXN,113.8,*,TXN190118C00120000,,call,2019-01-18,2018-07-24,120.0,4.65,4.15,4.9,36,2828,2831
17798,TXN,113.8,*,TXN190118C00125000,,call,2019-01-18,2018-07-24,125.0,2.86,2.34,3.6,79,8033,8041
17800,TXN,113.8,*,TXN190118C00130000,,call,2019-01-18,2018-07-24,130.0,1.78,1.6,2.03,93,4150,4184
17802,TXN,113.8,*,TXN190118C00135000,,call,2019-01-18,2018-07-24,135.0,1.05,0.73,1.25,15,1526,1539
17804,TXN,113.8,*,TXN190118C00140000,,call,2019-01-18,2018-07-24,140.0,0.68,0.54,0.92,403,699,568
17806,TXN,113.8,*,TXN190118C00145000,,call,2019-01-18,2018-07-24,145.0,0.54,0.32,0.37,0,194,194
17808,TXN,113.8,*,TXN190118C00150000,,call,2019-01-18,2018-07-24,150.0,0.25,0.15,0.31,11,134,135
17810,TXN,113.8,*,TXN190118C00155000,,call,2019-01-18,2018-07-24,155.0,0.17,0.07,0.25,0,27,27
17812,TXN,113.8,*,TXN190118C00160000,,call,2019-01-18,2018-07-24,160.0,0.27,0.0,0.18,0,111,111
17814,TXN,113.8,*,TXN190118C00165000,,call,2019-01-18,2018-07-24,165.0,0.14,0.0,0.16,0,30,30
17830,TXN,113.8,*,TXN190621C00090000,,call,2019-06-21,2018-07-24,90.0,27.3,23.8,28.35,0,48,48
17834,TXN,113.8,*,TXN190621C00097500,,call,2019-06-21,2018-07-24,97.5,19.45,19.8,21.3,0,19,19
17836,TXN,113.8,*,TXN190621C00100000,,call,2019-06-21,2018-07-24,100.0,18.5,18.15,19.5,1,29,30
17838,TXN,113.8,*,TXN190621C00105000,,call,2019-06-21,2018-07-24,105.0,16.35,14.9,15.7,0,240,240
17840,TXN,113.8,*,TXN190621C00110000,,call,2019-06-21,2018-07-24,110.0,13.3,11.95,12.35,3,311,311
17842,TXN,113.8,*,TXN190621C00115000,,call,2019-06-21,2018-07-24,115.0,9.5,9.45,10.1,4,176,179
17844,TXN,113.8,*,TXN190621C00120000,,call,2019-06-21,2018-07-24,120.0,7.84,7.2,7.85,1,447,448
17846,TXN,113.8,*,TXN190621C00125000,,call,2019-06-21,2018-07-24,125.0,5.58,5.5,6.05,0,301,301
17848,TXN,113.8,*,TXN190621C00130000,,call,2019-06-21,2018-07-24,130.0,4.85,3.55,4.4,2,277,277
17850,TXN,113.8,*,TXN190621C00135000,,call,2019-06-21,2018-07-24,135.0,3.57,2.91,3.8,0,258,258
17852,TXN,113.8,*,TXN190621C00140000,,call,2019-06-21,2018-07-24,140.0,2.58,1.64,2.96,0,283,283
17854,TXN,113.8,*,TXN190621C00145000,,call,2019-06-21,2018-07-24,145.0,1.38,1.44,2.23,0,50,50
17856,TXN,113.8,*,TXN190621C00150000,,call,2019-06-21,2018-07-24,150.0,1.36,1.0,1.31,2,16,14
17858,TXN,113.8,*,TXN190621C00155000,,call,2019-06-21,2018-07-24,155.0,1.05,0.67,0.98,0,5,5
17860,TXN,113.8,*,TXN190621C00160000,,call,2019-06-21,2018-07-24,160.0,0.66,0.47,0.74,0,1,1
17862,TXN,113.8,*,TXN190621C00165000,,call,2019-06-21,2018-07-24,165.0,0.93,0.36,0.58,0,19,19
17866,TXN,113.8,*,TXN200117C00045000,,call,2020-01-17,2018-07-24,45.0,67.99,66.1,70.95,0,0,0
17868,TXN,113.8,*,TXN200117C00050000,,call,2020-01-17,2018-07-24,50.0,59.4,61.1,65.95,0,4,4
17870,TXN,113.8,*,TXN200117C00055000,,call,2020-01-17,2018-07-24,55.0,51.44,56.55,61.45,0,19,19
17872,TXN,113.8,*,TXN200117C00060000,,call,2020-01-17,2018-07-24,60.0,55.75,51.55,56.45,0,31,31
17874,TXN,113.8,*,TXN200117C00065000,,call,2020-01-17,2018-07-24,65.0,49.1,46.6,51.45,7,130,130
17876,TXN,113.8,*,TXN200117C00070000,,call,2020-01-17,2018-07-24,70.0,35.16,42.1,47.0,0,59,59
17878,TXN,113.8,*,TXN200117C00072500,,call,2020-01-17,2018-07-24,72.5,41.15,40.05,44.65,0,3,3
17880,TXN,113.8,*,TXN200117C00075000,,call,2020-01-17,2018-07-24,75.0,31.55,37.75,42.3,0,9,9
17882,TXN,113.8,*,TXN200117C00077500,,call,2020-01-17,2018-07-24,77.5,26.56,35.6,40.2,0,1,1
17884,TXN,113.8,*,TXN200117C00080000,,call,2020-01-17,2018-07-24,80.0,39.92,33.65,38.15,0,129,129
17886,TXN,113.8,*,TXN200117C00082500,,call,2020-01-17,2018-07-24,82.5,26.4,31.55,36.2,0,36,36
17888,TXN,113.8,*,TXN200117C00085000,,call,2020-01-17,2018-07-24,85.0,31.35,29.55,34.25,0,63,63
17890,TXN,113.8,*,TXN200117C00087500,,call,2020-01-17,2018-07-24,87.5,33.84,27.55,32.3,0,18,18
17892,TXN,113.8,*,TXN200117C00090000,,call,2020-01-17,2018-07-24,90.0,28.9,25.7,30.3,0,64,64
17894,TXN,113.8,*,TXN200117C00092500,,call,2020-01-17,2018-07-24,92.5,24.8,23.85,28.45,0,16,16
17896,TXN,113.8,*,TXN200117C00095000,,call,2020-01-17,2018-07-24,95.0,25.45,22.7,26.7,0,132,132
17898,TXN,113.8,*,TXN200117C00097500,,call,2020-01-17,2018-07-24,97.5,23.8,21.05,24.9,0,74,74
17900,TXN,113.8,*,TXN200117C00100000,,call,2020-01-17,2018-07-24,100.0,21.8,19.45,23.4,0,330,330
17902,TXN,113.8,*,TXN200117C00105000,,call,2020-01-17,2018-07-24,105.0,19.05,17.9,18.9,1,164,164
17904,TXN,113.8,*,TXN200117C00110000,,call,2020-01-17,2018-07-24,110.0,16.5,13.1,15.75,0,873,873
17906,TXN,113.8,*,TXN200117C00115000,,call,2020-01-17,2018-07-24,115.0,13.05,10.75,13.6,11,521,532
17908,TXN,113.8,*,TXN200117C00120000,,call,2020-01-17,2018-07-24,120.0,11.55,10.55,11.4,0,541,541
17910,TXN,113.8,*,TXN200117C00125000,,call,2020-01-17,2018-07-24,125.0,8.91,6.8,9.5,0,153,153
17912,TXN,113.8,*,TXN200117C00130000,,call,2020-01-17,2018-07-24,130.0,6.5,7.05,7.85,0,144,144
17914,TXN,113.8,*,TXN200117C00135000,,call,2020-01-17,2018-07-24,135.0,6.43,5.7,6.45,0,107,107
17916,TXN,113.8,*,TXN200117C00140000,,call,2020-01-17,2018-07-24,140.0,5.7,3.55,6.25,0,112,112
17918,TXN,113.8,*,TXN200117C00145000,,call,2020-01-17,2018-07-24,145.0,3.85,2.44,4.95,0,92,92
17920,TXN,113.8,*,TXN200117C00150000,,call,2020-01-17,2018-07-24,150.0,3.85,1.75,3.45,0,103,103
17922,TXN,113.8,*,TXN200117C00155000,,call,2020-01-17,2018-07-24,155.0,2.75,1.48,3.15,0,17,17
17924,TXN,113.8,*,TXN200117C00160000,,call,2020-01-17,2018-07-24,160.0,2.14,1.79,2.24,0,62,62
17926,TXN,113.8,*,TXN200117C00165000,,call,2020-01-17,2018-07-24,165.0,1.81,0.65,1.83,0,17,17
17928,TXN,113.8,*,TXN200117C00170000,,call,2020-01-17,2018-07-24,170.0,1.25,0.16,2.38,6,17,20
17930,TXN,113.8,*,TXN200117C00175000,,call,2020-01-17,2018-07-24,175.0,1.22,0.81,1.85,0,38,38
17932,MCO,184.49,*,MCO180720C00125000,,call,2018-07-20,2018-07-18,125.0,45.6,59.1,59.85,0,1,1
17948,MCO,184.49,*,MCO180720C00165000,,call,2018-07-20,2018-07-18,165.0,18.69,19.3,19.85,10,10,0
17950,MCO,184.49,*,MCO180720C00170000,,call,2018-07-20,2018-07-18,170.0,12.27,14.25,14.8,0,17,17
17952,MCO,184.49,*,MCO180720C00175000,,call,2018-07-20,2018-07-18,175.0,9.13,9.4,10.0,10,168,158
17954,MCO,184.49,*,MCO180720C00180000,,call,2018-07-20,2018-07-18,180.0,4.0,4.55,4.85,2,202,201
17956,MCO,184.49,*,MCO180720C00185000,,call,2018-07-20,2018-07-18,185.0,0.65,0.62,0.95,14,65,72
17958,MCO,184.49,*,MCO180720C00190000,,call,2018-07-20,2018-07-18,190.0,0.08,0.0,0.06,3,13,13
17980,MCO,184.49,*,MCO180817C00105000,,call,2018-08-17,2018-07-18,105.0,45.3,77.5,82.25,0,5,5
17986,MCO,184.49,*,MCO180817C00120000,,call,2018-08-17,2018-07-18,120.0,45.15,62.5,67.15,0,0,0
17996,MCO,184.49,*,MCO180817C00145000,,call,2018-08-17,2018-07-18,145.0,23.86,37.55,40.5,0,1,1
17998,MCO,184.49,*,MCO180817C00150000,,call,2018-08-17,2018-07-18,150.0,21.55,34.45,35.45,0,22,22
18000,MCO,184.49,*,MCO180817C00155000,,call,2018-08-17,2018-07-18,155.0,28.0,29.65,30.35,0,36,36
18002,MCO,184.49,*,MCO180817C00160000,,call,2018-08-17,2018-07-18,160.0,12.6,24.8,25.55,0,29,29
18004,MCO,184.49,*,MCO180817C00165000,,call,2018-08-17,2018-07-18,165.0,16.0,19.8,20.65,0,50,50
18006,MCO,184.49,*,MCO180817C00170000,,call,2018-08-17,2018-07-18,170.0,15.26,15.5,15.85,15,113,128
18008,MCO,184.49,*,MCO180817C00175000,,call,2018-08-17,2018-07-18,175.0,11.45,11.1,11.4,1,358,358
18010,MCO,184.49,*,MCO180817C00180000,,call,2018-08-17,2018-07-18,180.0,7.24,7.25,7.55,15,120,120
18012,MCO,184.49,*,MCO180817C00185000,,call,2018-08-17,2018-07-18,185.0,4.35,4.2,4.4,19,102,108
18014,MCO,184.49,*,MCO180817C00190000,,call,2018-08-17,2018-07-18,190.0,2.22,2.11,2.27,16,28,36
18016,MCO,184.49,*,MCO180817C00195000,,call,2018-08-17,2018-07-18,195.0,0.96,0.9,1.01,1,7,8
18018,MCO,184.49,*,MCO180817C00200000,,call,2018-08-17,2018-07-18,200.0,1.57,0.33,0.44,0,11,11
18034,MCO,184.49,*,MCO181116C00120000,,call,2018-11-16,2018-07-18,120.0,40.66,63.3,68.0,0,1,1
18038,MCO,184.49,*,MCO181116C00130000,,call,2018-11-16,2018-07-18,130.0,42.8,54.6,57.85,0,9,9
18044,MCO,184.49,*,MCO181116C00145000,,call,2018-11-16,2018-07-18,145.0,29.45,40.8,42.85,0,22,22
18046,MCO,184.49,*,MCO181116C00150000,,call,2018-11-16,2018-07-18,150.0,30.71,35.3,38.05,0,16,16
18048,MCO,184.49,*,MCO181116C00155000,,call,2018-11-16,2018-07-18,155.0,21.2,31.55,32.4,0,9,9
18050,MCO,184.49,*,MCO181116C00160000,,call,2018-11-16,2018-07-18,160.0,11.73,27.05,28.1,0,17,17
18052,MCO,184.49,*,MCO181116C00165000,,call,2018-11-16,2018-07-18,165.0,15.35,22.65,24.05,0,37,37
18054,MCO,184.49,*,MCO181116C00170000,,call,2018-11-16,2018-07-18,170.0,18.78,18.6,19.5,2,170,170
18056,MCO,184.49,*,MCO181116C00175000,,call,2018-11-16,2018-07-18,175.0,15.15,14.75,15.6,1,12,13
18058,MCO,184.49,*,MCO181116C00180000,,call,2018-11-16,2018-07-18,180.0,11.75,11.4,11.9,1,423,423
18060,MCO,184.49,*,MCO181116C00185000,,call,2018-11-16,2018-07-18,185.0,7.1,8.1,9.0,0,176,176
18062,MCO,184.49,*,MCO181116C00190000,,call,2018-11-16,2018-07-18,190.0,5.3,6.15,6.45,0,111,111
18064,MCO,184.49,*,MCO181116C00195000,,call,2018-11-16,2018-07-18,195.0,2.61,4.2,4.5,0,41,41
18066,MCO,184.49,*,MCO181116C00200000,,call,2018-11-16,2018-07-18,200.0,2.88,2.73,3.0,1,11,12
18070,MCO,184.49,*,MCO181116C00220000,,call,2018-11-16,2018-07-18,220.0,0.49,0.34,0.57,0,20,20
18096,MCO,184.49,*,MCO190215C00155000,,call,2019-02-15,2018-07-18,155.0,23.2,31.8,35.9,0,1,1
18100,MCO,184.49,*,MCO190215C00165000,,call,2019-02-15,2018-07-18,165.0,17.96,24.85,25.55,0,20,20
18102,MCO,184.49,*,MCO190215C00170000,,call,2019-02-15,2018-07-18,170.0,14.39,21.0,21.75,0,3,3
18104,MCO,184.49,*,MCO190215C00175000,,call,2019-02-15,2018-07-18,175.0,11.2,17.35,18.0,0,1,1
18106,MCO,184.49,*,MCO190215C00180000,,call,2019-02-15,2018-07-18,180.0,9.63,14.35,14.75,0,8,8
18108,MCO,184.49,*,MCO190215C00185000,,call,2019-02-15,2018-07-18,185.0,11.75,11.15,11.8,8,0,8
18110,MCO,184.49,*,MCO190215C00190000,,call,2019-02-15,2018-07-18,190.0,6.17,8.95,9.25,0,13,13
18112,MCO,184.49,*,MCO190215C00195000,,call,2019-02-15,2018-07-18,195.0,6.3,6.7,7.15,0,5,5
18114,MCO,184.49,*,MCO190215C00200000,,call,2019-02-15,2018-07-18,200.0,4.17,5.1,5.35,0,12,12
18116,MCO,184.49,*,MCO190215C00210000,,call,2019-02-15,2018-07-18,210.0,1.19,2.47,2.83,0,9,9
18118,MCO,184.49,*,MCO190215C00220000,,call,2019-02-15,2018-07-18,220.0,1.26,1.22,1.42,0,10,10
18136,NEE,169.42,*,NEE180720C00140000,,call,2018-07-20,2018-07-18,140.0,26.3,29.2,29.8,0,100,100
18138,NEE,169.42,*,NEE180720C00145000,,call,2018-07-20,2018-07-18,145.0,11.4,24.1,25.5,0,3,3
18140,NEE,169.42,*,NEE180720C00150000,,call,2018-07-20,2018-07-18,150.0,19.22,19.2,19.7,0,177,177
18142,NEE,169.42,*,NEE180720C00155000,,call,2018-07-20,2018-07-18,155.0,13.95,14.2,14.6,0,181,181
18144,NEE,169.42,*,NEE180720C00160000,,call,2018-07-20,2018-07-18,160.0,10.63,9.3,9.6,0,1012,1012
18146,NEE,169.42,*,NEE180720C00165000,,call,2018-07-20,2018-07-18,165.0,4.7,4.4,4.6,41,1971,1930
18148,NEE,169.42,*,NEE180720C00170000,,call,2018-07-20,2018-07-18,170.0,0.65,0.5,0.6,86,1947,1931
18150,NEE,169.42,*,NEE180720C00175000,,call,2018-07-20,2018-07-18,175.0,0.01,0.0,0.05,1,130,130
18152,NEE,169.42,*,NEE180720C00180000,,call,2018-07-20,2018-07-18,180.0,0.02,0.0,0.05,0,3,3
18174,NEE,169.42,*,NEE180817C00140000,,call,2018-08-17,2018-07-18,140.0,28.3,29.4,31.0,0,24,24
18178,NEE,169.42,*,NEE180817C00150000,,call,2018-08-17,2018-07-18,150.0,16.03,19.6,20.5,0,6,6
18182,NEE,169.42,*,NEE180817C00160000,,call,2018-08-17,2018-07-18,160.0,11.26,10.2,10.8,0,64,64
18184,NEE,169.42,*,NEE180817C00165000,,call,2018-08-17,2018-07-18,165.0,6.21,6.2,6.5,20,792,794
18186,NEE,169.42,*,NEE180817C00170000,,call,2018-08-17,2018-07-18,170.0,3.21,3.0,3.3,45,2626,2648
18188,NEE,169.42,*,NEE180817C00175000,,call,2018-08-17,2018-07-18,175.0,1.15,1.15,1.3,40,575,601
18190,NEE,169.42,*,NEE180817C00180000,,call,2018-08-17,2018-07-18,180.0,0.32,0.3,0.4,2,93,94
18192,NEE,169.42,*,NEE180817C00185000,,call,2018-08-17,2018-07-18,185.0,0.1,0.0,0.15,0,9,9
18194,NEE,169.42,*,NEE180817C00190000,,call,2018-08-17,2018-07-18,190.0,0.07,0.0,0.1,0,5,5
18198,NEE,169.42,*,NEE180817C00200000,,call,2018-08-17,2018-07-18,200.0,0.02,0.0,0.05,0,1,1
18212,NEE,169.42,*,NEE180921C00130000,,call,2018-09-21,2018-07-18,130.0,34.0,39.3,40.7,0,0,0
18214,NEE,169.42,*,NEE180921C00135000,,call,2018-09-21,2018-07-18,135.0,29.55,34.5,35.3,0,2,2
18216,NEE,169.42,*,NEE180921C00140000,,call,2018-09-21,2018-07-18,140.0,23.14,29.5,30.2,0,6,6
18218,NEE,169.42,*,NEE180921C00145000,,call,2018-09-21,2018-07-18,145.0,18.1,24.6,25.3,0,83,83
18220,NEE,169.42,*,NEE180921C00150000,,call,2018-09-21,2018-07-18,150.0,19.94,19.9,20.4,2,127,129
18222,NEE,169.42,*,NEE180921C00155000,,call,2018-09-21,2018-07-18,155.0,15.69,15.2,15.7,0,254,254
18224,NEE,169.42,*,NEE180921C00160000,,call,2018-09-21,2018-07-18,160.0,10.9,10.8,11.3,20,691,688
18226,NEE,169.42,*,NEE180921C00165000,,call,2018-09-21,2018-07-18,165.0,7.2,7.0,7.4,46,620,652
18228,NEE,169.42,*,NEE180921C00170000,,call,2018-09-21,2018-07-18,170.0,4.2,4.1,4.3,1358,4518,5767
18230,NEE,169.42,*,NEE180921C00175000,,call,2018-09-21,2018-07-18,175.0,2.03,1.9,2.1,1108,3875,4920
18232,NEE,169.42,*,NEE180921C00180000,,call,2018-09-21,2018-07-18,180.0,0.8,0.75,0.85,48,447,494
18234,NEE,169.42,*,NEE180921C00185000,,call,2018-09-21,2018-07-18,185.0,0.34,0.2,0.3,0,120,120
18236,NEE,169.42,*,NEE180921C00190000,,call,2018-09-21,2018-07-18,190.0,0.3,0.0,0.1,0,1,1
18244,NEE,169.42,*,NEE181221C00125000,,call,2018-12-21,2018-07-18,125.0,34.4,44.4,46.5,0,20,20
18250,NEE,169.42,*,NEE181221C00140000,,call,2018-12-21,2018-07-18,140.0,24.49,29.7,31.9,0,4,4
18254,NEE,169.42,*,NEE181221C00150000,,call,2018-12-21,2018-07-18,150.0,18.36,21.0,21.5,0,16,16
18256,NEE,169.42,*,NEE181221C00155000,,call,2018-12-21,2018-07-18,155.0,16.07,16.6,17.4,0,22,22
18258,NEE,169.42,*,NEE181221C00160000,,call,2018-12-21,2018-07-18,160.0,6.8,12.8,13.3,0,29,29
18260,NEE,169.42,*,NEE181221C00165000,,call,2018-12-21,2018-07-18,165.0,9.6,9.3,10.2,1,124,123
18262,NEE,169.42,*,NEE181221C00170000,,call,2018-12-21,2018-07-18,170.0,6.54,6.2,6.9,10,370,362
18264,NEE,169.42,*,NEE181221C00175000,,call,2018-12-21,2018-07-18,175.0,4.21,4.2,4.5,2,107,108
18266,NEE,169.42,*,NEE181221C00180000,,call,2018-12-21,2018-07-18,180.0,2.95,2.45,2.7,0,712,712
18268,NEE,169.42,*,NEE181221C00185000,,call,2018-12-21,2018-07-18,185.0,1.47,1.4,1.55,15,60,60
18270,NEE,169.42,*,NEE181221C00190000,,call,2018-12-21,2018-07-18,190.0,0.72,0.65,1.0,0,4,4
18272,NEE,169.42,*,NEE181221C00195000,,call,2018-12-21,2018-07-18,195.0,0.35,0.3,0.55,0,20,20
18274,NEE,169.42,*,NEE181221C00200000,,call,2018-12-21,2018-07-18,200.0,0.15,0.1,0.25,1,1,2
18276,NEE,169.42,*,NEE181221C00210000,,call,2018-12-21,2018-07-18,210.0,0.05,0.0,0.1,4,2,6
18290,NEE,169.42,*,NEE190118C00120000,,call,2019-01-18,2018-07-18,120.0,41.0,49.3,51.3,0,0,0
18292,NEE,169.42,*,NEE190118C00125000,,call,2019-01-18,2018-07-18,125.0,25.7,44.2,47.2,0,5,5
18294,NEE,169.42,*,NEE190118C00130000,,call,2019-01-18,2018-07-18,130.0,33.29,39.9,41.2,0,193,193
18296,NEE,169.42,*,NEE190118C00135000,,call,2019-01-18,2018-07-18,135.0,25.63,35.0,36.2,0,203,203
18298,NEE,169.42,*,NEE190118C00140000,,call,2019-01-18,2018-07-18,140.0,26.4,30.3,31.6,0,21,21
18300,NEE,169.42,*,NEE190118C00145000,,call,2019-01-18,2018-07-18,145.0,26.3,25.7,26.5,0,13,13
18302,NEE,169.42,*,NEE190118C00150000,,call,2019-01-18,2018-07-18,150.0,18.9,21.3,22.1,0,752,752
18304,NEE,169.42,*,NEE190118C00155000,,call,2019-01-18,2018-07-18,155.0,16.3,17.1,17.7,0,525,525
18306,NEE,169.42,*,NEE190118C00160000,,call,2019-01-18,2018-07-18,160.0,13.4,13.3,14.0,0,182,182
18308,NEE,169.42,*,NEE190118C00165000,,call,2019-01-18,2018-07-18,165.0,10.0,9.9,10.4,19,389,389
18310,NEE,169.42,*,NEE190118C00170000,,call,2019-01-18,2018-07-18,170.0,8.5,7.0,7.5,6,445,443
18312,NEE,169.42,*,NEE190118C00175000,,call,2019-01-18,2018-07-18,175.0,4.95,4.7,5.2,13,900,908
18314,NEE,169.42,*,NEE190118C00180000,,call,2019-01-18,2018-07-18,180.0,2.95,2.9,3.4,12,642,654
18316,NEE,169.42,*,NEE190118C00185000,,call,2019-01-18,2018-07-18,185.0,1.55,1.7,2.05,0,307,307
18318,NEE,169.42,*,NEE190118C00190000,,call,2019-01-18,2018-07-18,190.0,0.9,0.9,1.1,3,204,204
18320,NEE,169.42,*,NEE190118C00195000,,call,2019-01-18,2018-07-18,195.0,0.46,0.45,0.6,0,75,75
18322,NEE,169.42,*,NEE190118C00200000,,call,2019-01-18,2018-07-18,200.0,0.1,0.2,0.3,0,111,111
18330,NEE,169.42,*,NEE190621C00115000,,call,2019-06-21,2018-07-18,115.0,45.33,54.6,55.7,0,34,34
18346,NEE,169.42,*,NEE190621C00155000,,call,2019-06-21,2018-07-18,155.0,19.9,19.1,19.7,0,60,60
18348,NEE,169.42,*,NEE190621C00160000,,call,2019-06-21,2018-07-18,160.0,15.55,15.7,16.1,0,34,34
18350,NEE,169.42,*,NEE190621C00165000,,call,2019-06-21,2018-07-18,165.0,10.5,12.5,12.9,0,4,4
18352,NEE,169.42,*,NEE190621C00170000,,call,2019-06-21,2018-07-18,170.0,8.95,9.6,10.0,0,6,6
18354,NEE,169.42,*,NEE190621C00175000,,call,2019-06-21,2018-07-18,175.0,7.5,7.2,7.6,2,38,38
18356,NEE,169.42,*,NEE190621C00180000,,call,2019-06-21,2018-07-18,180.0,3.95,5.2,5.5,0,2,2
18358,NEE,169.42,*,NEE190621C00185000,,call,2019-06-21,2018-07-18,185.0,3.7,3.4,3.9,14,54,68
18360,NEE,169.42,*,NEE190621C00190000,,call,2019-06-21,2018-07-18,190.0,2.65,2.15,2.65,0,100,100
18364,NEE,169.42,*,NEE190621C00200000,,call,2019-06-21,2018-07-18,200.0,0.95,0.95,1.1,0,22,22
18378,NEE,169.42,*,NEE200117C00110000,,call,2020-01-17,2018-07-18,110.0,53.0,57.7,62.2,0,20,20
18382,NEE,169.42,*,NEE200117C00120000,,call,2020-01-17,2018-07-18,120.0,38.7,49.8,51.5,0,25,25
18384,NEE,169.42,*,NEE200117C00125000,,call,2020-01-17,2018-07-18,125.0,41.37,45.9,46.9,0,8,8
18388,NEE,169.42,*,NEE200117C00135000,,call,2020-01-17,2018-07-18,135.0,25.8,36.9,37.9,0,30,30
18390,NEE,169.42,*,NEE200117C00140000,,call,2020-01-17,2018-07-18,140.0,24.71,33.0,33.6,0,61,61
18394,NEE,169.42,*,NEE200117C00150000,,call,2020-01-17,2018-07-18,150.0,25.8,25.3,26.0,0,78,78
18396,NEE,169.42,*,NEE200117C00155000,,call,2020-01-17,2018-07-18,155.0,14.0,21.8,22.4,0,249,249
18398,NEE,169.42,*,NEE200117C00160000,,call,2020-01-17,2018-07-18,160.0,15.0,18.3,19.1,0,73,73
18400,NEE,169.42,*,NEE200117C00165000,,call,2020-01-17,2018-07-18,165.0,14.93,15.2,16.1,0,100,100
18402,NEE,169.42,*,NEE200117C00170000,,call,2020-01-17,2018-07-18,170.0,13.2,12.8,13.3,2,46,48
18404,NEE,169.42,*,NEE200117C00175000,,call,2020-01-17,2018-07-18,175.0,10.7,10.4,10.7,3,150,153
18406,NEE,169.42,*,NEE200117C00180000,,call,2020-01-17,2018-07-18,180.0,8.5,8.0,8.7,0,201,201
18408,NEE,169.42,*,NEE200117C00185000,,call,2020-01-17,2018-07-18,185.0,6.76,6.3,6.8,0,73,73
18410,NEE,169.42,*,NEE200117C00190000,,call,2020-01-17,2018-07-18,190.0,3.1,4.9,5.2,0,12,12
18412,NEE,169.42,*,NEE200117C00195000,,call,2020-01-17,2018-07-18,195.0,3.1,3.6,4.0,0,5,5
18414,NEE,169.42,*,NEE200117C00200000,,call,2020-01-17,2018-07-18,200.0,2.4,2.1,2.95,0,44,44
18416,NEE,169.42,*,NEE200117C00210000,,call,2020-01-17,2018-07-18,210.0,1.4,1.3,1.55,0,39,39
18420,RF,18.06,*,RF180720C00012000,,call,2018-07-20,2018-07-18,12.0,7.09,5.95,6.35,0,6,6
18424,RF,18.06,*,RF180720C00014000,,call,2018-07-20,2018-07-18,14.0,3.7,3.8,4.15,0,10,10
